Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Age,Item_Fat_Content_NA,Item_Fat_Content_Regular,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
49,10.8,0.052174319,240.3564,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
802,7.855,0.12898088,38.1848,4,2,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,12.85,0.137786856,157.763,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
159,6.78,0.066608487,184.624,6,2,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
344,9.195,0.064002068,85.5566,6,2,1,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,7.905,0.06406438,229.2694,8,2,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1174,17.6,0.049345425,115.4176,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
469,15.7,0.11521312,112.0202,2,2,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,9.195,0.080697998,83.7566,4,2,0,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,19.2,0.099991245,112.7886,1,0,2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
423,7.405,0.015334003,92.7146,3,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,19.5,0.129170642,233.9958,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1056,9.195,0.051908824,78.1644,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
858,11.65,0.131770922,151.1024,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,21.1,0.028984804,146.1786,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1498,8.695,0.120211747,93.2094,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
431,7.27,0.02076385,89.0488,1,0,2,38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1301,8.85,0.016006626,105.6964,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
347,18.6,0.015766712,152.9366,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1432,21.25,0.024536199,144.6102,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
852,9.1,0.008046878,78.7618,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
407,7.975,0.014653896,82.425,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1426,10.0,0.073794811,121.444,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
370,6.865,0.056830682,214.0218,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
276,16.7,0.054618573,65.5168,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1542,7.285,0.052141447,174.9054,0,2,2,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,8.43,0.017360867,196.2768,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1066,20.2,0.196438668,194.611,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,8.75,0.074743226,187.6556,9,1,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
591,17.1,0.127792701,111.1886,5,1,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1557,9.6,0.024358634,190.4214,5,1,2,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,9.695,0.070431235,177.5344,6,2,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1030,7.75,0.082930699,35.2558,8,2,0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1181,19.75,0.041330512,115.8466,1,0,2,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1176,9.8,0.235354055,50.8008,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,11.8,0.057746382,152.4366,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
740,9.8,0.045337184,36.8874,9,1,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933,7.42,0.020374875,248.0092,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,20.75,0.035568147,151.8024,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,12.6,0.062797771,103.999,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
319,19.75,0.018096488,179.566,3,1,2,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
270,10.895,0.009613854,122.973,1,0,2,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
693,16.6,0.026645307,53.5614,3,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
304,6.765,0.087753682,105.3306,2,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
497,13.1,0.037657459,175.8054,7,2,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1276,19.6,0.041091215,89.5514,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1109,6.155,0.095195306,213.956,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1365,10.65,0.048686689,164.1526,8,2,0,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1250,14.1,0.117091213,197.9084,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,20.25,0.022940826,241.8538,8,2,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,20.5,0.119339241,106.0596,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,11.8,0.014075334,176.8344,1,0,2,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1105,15.0,0.046336634,120.0414,1,0,2,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,13.15,0.036641589,180.7976,1,0,2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
863,15.5,0.101176316,198.9768,3,1,2,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1011,16.2,0.035737373,260.6278,5,1,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
455,11.6,0.079376029,81.7276,2,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
433,14.35,0.091054989,231.8984,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1164,13.15,0.043852434,182.695,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
270,10.895,0.009620042,121.673,6,2,1,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1466,10.1,0.054939848,199.5084,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70,18.7,0.014675574,50.8324,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1476,12.15,0.14526636,224.0404,9,1,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
871,10.195,0.146662938,138.6838,8,2,0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
237,8.575,0.071786706,193.3794,1,0,2,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
763,16.5,0.133424184,102.2332,0,2,2,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551,9.065,0.115799592,95.3094,3,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1288,16.6,0.027579198,178.7344,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1235,11.6,0.241055611,238.5222,0,2,2,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,19.5,0.014332439,57.1614,3,1,2,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1445,16.6,0.027133398,106.2596,0,2,2,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,11.85,0.132876847,98.0726,9,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
781,12.85,0.03315162,170.6422,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1506,9.0,0.019536981,170.0474,9,1,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1151,5.655,0.085258864,165.85,6,2,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1297,8.93,0.013179388,55.1614,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1350,15.2,0.033592687,108.1912,6,2,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
898,7.655,0.05346916,114.1492,0,2,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,6.3,0.126831854,209.027,5,1,2,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
913,15.5,0.103603094,143.547,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
501,18.7,0.104840884,122.1072,9,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
104,9.5,0.042056944,31.89,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
417,13.65,0.040049609,34.4558,2,2,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1007,19.5,0.03075661,86.254,7,2,1,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859,8.71,0.041214746,46.5376,1,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
381,20.25,0.03941584,247.8092,4,2,0,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,19.6,0.024363939,46.3718,2,2,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,12.15,0.131443921,189.1872,5,1,2,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1499,11.8,0.058725131,82.3618,6,2,1,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
849,6.715,0.122274118,40.3454,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1397,19.1,0.067239404,39.6796,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
445,20.7,0.021464454,156.6288,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,10.195,0.112681821,113.986,3,1,2,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
811,20.2,0.039469737,155.163,2,2,1,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,10.8,0.061101383,151.9024,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1360,19.75,0.014359584,100.8332,3,1,2,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
281,19.35,0.016637301,120.9098,9,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
261,7.405,0.159843921,206.6296,3,1,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,15.25,0.061308889,128.8968,7,2,1,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1479,7.935,0.055566935,263.591,4,2,0,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326,8.895,0.026397141,207.8954,7,2,1,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1463,18.75,0.034307348,215.2218,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1158,20.1,0.074627201,110.3228,8,2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1384,12.35,0.041973712,35.7216,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
651,16.85,0.080015028,111.8544,3,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
453,18.25,0.10084386,166.3526,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
908,17.0,0.055519561,219.8114,9,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
923,15.15,0.012203915,133.2284,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
867,14.3,0.130946374,76.7328,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,17.6,0.041381156,35.019,8,2,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
613,6.635,0.04586701,37.9506,5,1,2,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
97,20.25,0.036474041,218.3482,3,1,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1103,18.0,0.039231652,145.1418,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1459,16.35,0.013393537,106.028,7,2,1,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
208,14.0,0.031444357,53.764,2,2,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,5.78,0.014555066,145.2102,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
436,21.0,0.082526478,191.8478,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
753,13.65,0.080765853,262.8936,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
531,12.3,0.17797002,173.1396,0,2,2,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,12.35,0.03382933,196.9426,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
93,11.8,0.11397026,185.1924,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
118,19.7,0.038729457,127.3362,6,2,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
760,10.1,0.032075379,50.9008,1,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
543,12.5,0.196490902,120.544,4,2,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,17.85,0.146305498,94.1436,1,0,2,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1312,20.7,0.026877471,74.6354,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
910,8.89,0.005474515,99.7016,8,2,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1067,14.5,0.064048405,153.4682,6,2,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,9.0,0.032203667,100.8016,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,13.35,0.017857847,77.5012,3,1,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
865,6.675,0.041921462,92.3462,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
594,10.3,0.024875871,173.0422,1,0,2,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
794,8.63,0.028139761,173.7422,5,1,2,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1162,17.1,0.073997843,207.0638,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
289,14.15,0.020798905,123.6046,3,1,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,10.8,0.052363244,236.5564,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1077,8.5,0.098283459,51.3324,3,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,6.215,0.012138795,39.2848,1,0,2,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1202,17.5,0.0567060255,253.0356,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
841,20.7,0.042923652,178.3028,7,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1216,8.975,0.009058845,103.399,8,2,0,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,20.5,0.032136417,83.9592,0,2,2,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,13.65,0.065898197,46.1402,3,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1108,13.1,0.075731322,167.5158,7,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1157,4.615,0.101812521,232.23,6,2,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
531,12.3,0.106327251,172.8396,8,2,0,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1347,20.0,0.080933328,37.519,5,1,2,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1257,19.2,0.100055601,112.4886,6,2,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
327,20.1,0.054540159,152.1366,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
414,11.5,0.037723476,109.5254,3,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
333,9.3,0.14897741,143.0786,0,2,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,15.2,0.104201019,176.5054,3,1,2,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
861,12.65,0.076198809,191.3846,7,2,1,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
784,11.1,0.010639596,84.1908,6,2,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1360,19.75,0.025039776,102.7332,4,2,0,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
436,21.0,0.086326707,192.6478,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1329,19.2,0.041220035,131.231,6,2,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
941,19.75,0.01247354,187.5872,7,2,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21,6.135,0.079132212,112.686,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
848,12.5,0.020693809,199.1742,6,2,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,7.235,0.10016525,193.9452,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
953,15.85,0.057302606,53.3956,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
930,9.895,0.048761046,260.5278,7,2,1,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,20.75,0.0496192685,153.0024,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,10.8,0.052149675,239.9564,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1282,8.76,0.050130529,128.3336,9,1,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
442,16.1,0.024987903,97.341,9,1,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
167,7.1,0.109990885,172.908,6,2,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
337,19.35,0.049736267,76.8644,7,2,1,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
624,16.7,0.117026714,189.2214,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,9.5,0.035121963,168.6448,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,8.43,0.017311312,197.8768,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1532,14.15,0.008811818,196.511,7,2,1,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
174,5.44,0.025583714,239.1538,3,1,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
788,7.35,0.014353174,242.6512,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1204,8.6,0.054220618,129.131,5,1,2,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,20.1,0.054410179,151.3366,1,0,2,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1186,12.0,0.033974436,181.8976,8,2,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919,21.25,0.009996872,185.5608,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
226,8.3,0.030212499,98.0384,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606,10.1,0.027217468,76.067,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
348,14.15,0.038123176,123.5046,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
907,9.0,0.079506434,78.3644,7,2,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
985,12.15,0.021811987,163.6184,3,1,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
998,10.8,0.082150145,192.9504,5,1,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023,12.1,0.036012919,148.0734,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
835,20.0,0.028167478,45.5744,9,1,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1175,6.71,0.029560451,65.8142,8,2,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
417,13.65,0.039631495,31.9558,5,1,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1132,7.365,0.04280099,228.372,2,2,1,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1236,7.935,0.017141985,50.035,1,0,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,12.6,0.056394771,51.3982,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
410,17.6,0.056379439,42.7454,9,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1269,19.0,0.129534812,190.1872,9,1,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1386,7.5,0.036439878,175.3028,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,13.35,0.0577035145,77.6012,8,2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1484,8.6,0.090191431,112.9176,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1183,15.1,0.30374337,196.011,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,10.5,0.022590318,140.6154,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
456,9.0,0.082011521,213.3534,8,2,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,4.61,0.122843005,172.4396,9,1,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
320,10.895,0.05432142,146.2102,0,2,2,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,17.6,0.049144165,112.7176,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
901,11.65,0.040577878,188.224,9,1,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1397,19.1,0.067400032,41.9796,9,1,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1206,17.2,0.012036432,165.7184,7,2,1,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
654,16.5,0.073977473,206.8638,7,2,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
759,15.6,0.143396175,128.0994,7,2,1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,9.0,0.03201648,99.6016,6,2,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
